id,source_book,chapter,verse,era,original_language,tamil,english,translator,source_url,license,iks_concepts,notes
TK-0037-POPE,Thirukkural,Chapter 4: Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்),37,Post-Sangam (c. 1st–5th century CE),Tamil,அன்றறிவாம் என்னாது அறம்செய்க மற்றது பொன்றுங்கால் பொன்றாத் துணை.,"Do not delay virtue saying 'we will know it later'; when death comes, virtue is the unfailing refuge.",G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 37, Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்)."
TK-0270-POPE,Thirukkural,Chapter 27: Penance (தவம்),270,Post-Sangam (c. 1st–5th century CE),Tamil,இலன்என்று தீயவை செய்யற்க செய்யின் இலன்ஆகும் மேலும் இழிந்து.,"Do not do evil thinking 'I am poor'; if you do, you will become poorer and more degraded.",G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 270, Penance (தவம்)."
TK-0246-POPE,Thirukkural,Chapter 25: Possession of Compassion (அருளுடைமை),246,Post-Sangam (c. 1st–5th century CE),Tamil,அருளின் பொருளா விழைவார் பொருளின் பொருளா விழையாதார்.,Those who desire compassion as their wealth do not desire material wealth as wealth.,G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 246, Possession of Compassion (அருளுடைமை)."
TK-0046-DREW,Thirukkural,Chapter 5: Domestic Life (இல்வாழ்க்கை),46,Post-Sangam (c. 1st–5th century CE),Tamil,அறத்தான் வருவதே இன்பம் மற்றெல்லாம் துறத்தற் பொருட்டு.,Joy comes from virtue alone; all else must be renounced.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 46, Domestic Life (இல்வாழ்க்கை)."
TK-0051-POPE,Thirukkural,Chapter 6: The Help of a Good Wife (வாழ்க்கைத் துணைநலம்),51,Post-Sangam (c. 1st–5th century CE),Tamil,மனைத்தக்க மாண்புடையள் ஆகித்தற் கொண்டான் வளத்தக்காள் வாழ்க்கைத் துணை.,"She who by her virtue accords with the greatness of her home, and is fitted for her lord's prosperity, is a real partner in life.",G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 51, The Help of a Good Wife (வாழ்க்கைத் துணைநலம்)."
TK-0087-DREW,Thirukkural,Chapter 9: Hospitality (விருந்தோம்பல்),87,Post-Sangam (c. 1st–5th century CE),Tamil,பண்பு உடையவரைப் பாத்து உண்டலின் பண்பில்லார் தம்பொருள் உண்டு ஊட்டுதல் தகாது.,Eating with the cultured is better than feeding the uncultured from their own wealth.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 87, Hospitality (விருந்தோம்பல்)."
TK-0266-POPE,Thirukkural,Chapter 27: Penance (தவம்),266,Post-Sangam (c. 1st–5th century CE),Tamil,வேண்டிய வேண்டியாங் கெய்தலால் செய்தவம் ஈண்டு முயல்வார்க்கு இனிது.,"Since desired objects are obtained by penance, it is pleasant for those who strive here.",G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 266, Penance (தவம்)."
PUR-0015,Purananuru,Verse 15,15,Sangam (c. 300 BCE – 300 CE),Tamil,நன்பல வேள்வி செய்து முடித்த அரசனைக் கபிலர் பாராட்டினார்.,Kapilar praised the king who successfully performed many noble fire sacrifices.,George L. Hart,https://www.tamilvirtualuniversity.org/,Public Domain,"Velvi, Arasan",The poet Kapilar's praise of king who upheld ritual sacrifices as a mark of righteous kingship.
PUR-0006,Purananuru,Verse 6,6,Sangam (c. 300 BCE – 300 CE),Tamil,ஒன்று செய்தோர்க்கும் ஒன்றிலாதோர்க்கும் ஒருங்கு உடைத்தே செல்வம் ஆற்றும் செல்வமே.,Real wealth is that which is equally available to those who do good and those who do not.,George L. Hart,https://www.tamilvirtualuniversity.org/,Public Domain,"Porul, Aram",A philosophical meditation on the nature of true wealth.
TK-0045-POPE,Thirukkural,Chapter 5: Domestic Life (இல்வாழ்க்கை),45,Post-Sangam (c. 1st–5th century CE),Tamil,அன்பும் அறனும் உடைத்தாயின் இல்வாழ்க்கை பண்பும் பயனும் அது.,"If domestic life possesses love and virtue, it possesses both its nobility and its benefit.",G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 45, Domestic Life (இல்வாழ்க்கை)."
TK-0074-POPE,Thirukkural,Chapter 8: Possession of Love (அன்புடைமை),74,Post-Sangam (c. 1st–5th century CE),Tamil,அன்புஈனும் ஆர்வம் உடைமை அதுஈனும் நண்பென்னும் நாடாச் சிறப்பு.,"Love produces the passion of affection; that affection produces friendship, a glory without measure.",G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 74, Possession of Love (அன்புடைமை)."
TK-0019-DREW,Thirukkural,Chapter 2: The Excellence of Rain (வான்சிறப்பு),19,Post-Sangam (c. 1st–5th century CE),Tamil,ஓஒதல் வேண்டும் ஒளிமாழ்கும் செய்வினை ஆஒதல் வேண்டும் அவர்க்கு.,Shun deeds that dim one's luster and pursue deeds that sustain one's fame.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 19, The Excellence of Rain (வான்சிறப்பு)."
TK-0057-DREW,Thirukkural,Chapter 6: The Help of a Good Wife (வாழ்க்கைத் துணைநலம்),57,Post-Sangam (c. 1st–5th century CE),Tamil,சிறைகாக்கும் காப்பே வலிதுகொல் உள்ளதே உம்மைகாக்கும் கணவன் தொழில்.,A woman's inner virtue protects her more than any external guard; the husband guards from outside.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 57, The Help of a Good Wife (வாழ்க்கைத் துணைநலம்)."
TK-0010-DREW,Thirukkural,Chapter 1: Praise of God (கடவுள் வாழ்த்து),10,Post-Sangam (c. 1st–5th century CE),Tamil,பிறவிப் பெருங்கடல் நீந்துவர் நீந்தார் இறைவன் அடிசேரா தார்.,They who seek not the feet of God cannot cross the ocean of births.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 10, Praise of God (கடவுள் வாழ்த்து)."
TK-0100-POPE,Thirukkural,Chapter 10: Pleasant Words (இனியவை கூறல்),100,Post-Sangam (c. 1st–5th century CE),Tamil,நயன்ஒன்றும் இல்லத நண்பாம் பிறன்கேட்க வயனுடைத் தாகும் வசை.,That which has no excellence in friendship becomes a reproach when heard by others.,G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 100, Pleasant Words (இனியவை கூறல்)."
TK-0073-POPE,Thirukkural,Chapter 8: Possession of Love (அன்புடைமை),73,Post-Sangam (c. 1st–5th century CE),Tamil,அன்போடு இயைந்த வழக்கென்ப ஆருயிர்க்கு என்போடு இயைந்த தொடர்பு.,The bond of the soul with the body is said to be a bond united with love.,G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 73, Possession of Love (அன்புடைமை)."
TK-0055-DREW,Thirukkural,Chapter 6: The Help of a Good Wife (வாழ்க்கைத் துணைநலம்),55,Post-Sangam (c. 1st–5th century CE),Tamil,தெய்வம் தொழாஅள் கொழுநன் தொழுதெழுவாள் பெய்யெனப் பெய்யும் மழை.,"The woman who worships her husband, not the gods, commands the rain to fall.",W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 55, The Help of a Good Wife (வாழ்க்கைத் துணைநலம்)."
TK-0545-POPE,Thirukkural,Chapter 55: Just Scepter (செங்கோன்மை),545,Post-Sangam (c. 1st–5th century CE),Tamil,ஆக்கல் உதவி அளி நீக்கம் நான்கென்ப வேந்தர்க்கு வேண்டும் வினை.,"Creating, protecting, giving, and removing — these four are said to be a king's duties.",G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 545, Just Scepter (செங்கோன்மை)."
TK-0076-DREW,Thirukkural,Chapter 8: Possession of Love (அன்புடைமை),76,Post-Sangam (c. 1st–5th century CE),Tamil,முகனமர்ந்து நட்பின் தலைக்கொண்டு உகமன்னும் உக்கிர தீவினையார்.,Those who meet pleasantly and maintain friendship to the end become renowned even for fierce deeds.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 76, Possession of Love (அன்புடைமை)."
TK-0092-POPE,Thirukkural,Chapter 10: Pleasant Words (இனியவை கூறல்),92,Post-Sangam (c. 1st–5th century CE),Tamil,அகன்அமர்ந்து ஈதலின் நன்றே முகனமர்ந்து இன்சொலன் ஆகப் பெறின்.,Better than giving with a cheerful countenance is giving with pleasant speech.,G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 92, Pleasant Words (இனியவை கூறல்)."
KRT-0057,Kurunthogai,Verse 57,57,Sangam (c. 300 BCE – 300 CE),Tamil,நீலமலர் ஏந்திய வண்டினது குரலே கடல்நோய் போன்று இன்னா.,The hum of the bee carrying the blue lotus flower sounds as painful as the sorrow of the sea.,A.K. Ramanujan,https://www.tamilvirtualuniversity.org/,Public Domain,"Neythal, Kadal",Sound and landscape used together to express longing in the coastal Neythal tinai.
