id,work_name,author,translator,era,literary_type,chapter,verse_number,tamil_text,english_translation,alternate_translations,commentary,glossary,iks_concepts,concept_ids,semantic_tags,source_reference,license,quality_score,is_valid,validation_errors
TK-0269-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 27: Penance (தவம்),269,ஒருமை மகளிர் தமர்கணவர் என்னும் திருமை உடையார் தவம்.,The penance of women devoted to their one husband gives them dignity.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0067-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 7: The Blessing of Children (புதல்வரைப் பெறுதல்),67,தந்தை மகற்காற்றும் நன்றி அவையத்து முந்தி இருப்பச் செயல்.,A father's finest service is to ensure his son sits foremost in the assembly.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0016-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 2: The Excellence of Rain (வான்சிறப்பு),16,சிறப்பொடு பூசனை செல்லாது வானம் வறக்குமேல் வானோர்க்கும் ஈண்டு அரிது.,"If drought comes, worship and festivals will cease even for the celestials.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0064-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 7: The Blessing of Children (புதல்வரைப் பெறுதல்),64,அமிழ்தினும் ஆற்ற இனிதேதம் மக்கள் சிறுகை அளாவிய கூழ்.,Food stirred by a child's little hands is sweeter than nectar.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0084-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 9: Hospitality (விருந்தோம்பல்),84,உடைமையுள் இன்மை விருந்தோம்பல் ஓம்பா மடமை மடவார் கண் உண்டு.,The foolishness of the wealthy who fail hospitality is the folly of the ignorant.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0022-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 3: The Greatness of Ascetics (நீத்தார் பெருமை),22,துறந்தார் பெருமை துணைக்கூறின் வையம் அறிந்தது கால் ஆகும் ஆற்று.,"To measure the greatness of ascetics, the world's knowledge is only a fraction.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0047-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 5: Domestic Life (இல்வாழ்க்கை),47,இயல்பினான் இல்வாழ்க்கை வாழ்பவன் என்பான் செயல்சான்ற ஆற்றி னவன்.,One who lives domestic life in its proper nature has fulfilled his life's purpose.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0244-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 25: Possession of Compassion (அருளுடைமை),244,திறன்அல்ல தேற்றுதல் ஒல்லாது அறனல்ல செய்யா அருள் உடையார்.,Those who possess compassion neither uphold the wrong nor do what is not virtuous.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0543-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 55: Just Scepter (செங்கோன்மை),543,கொலைசெய்து கொன்றாரும் வாழ்வர் அலைசெய்து அல்லவை செய்யா தவர்.,Even a murderer may live; but those who commit injustice without killing will not survive.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0053-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 6: The Help of a Good Wife (வாழ்க்கைத் துணைநலம்),53,இல்லதென் இல்லவள் மாண்பானால் உள்ளதென் இல்லவள் மாணாக் கடை.,"When the wife is virtuous, what is lacking? When she is not, what value remains?",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0089-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 9: Hospitality (விருந்தோம்பல்),89,வருவிருந்து வைகலும் ஓம்புவான் வாழ்க்கை பருவந்து பாழ்படுதல் இல்.,The life of one who daily welcomes guests will never be desolate.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0131-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 14: Right Conduct (ஒழுக்கமுடைமை),131,ஒழுக்கம் விழுப்பம் தரலான் ஒழுக்கம் உயிரினும் ஓம்பப் படும்.,Conduct leads to excellence; it must be guarded more zealously than life.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0025-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 3: The Greatness of Ascetics (நீத்தார் பெருமை),25,ஐந்தவித்தான் ஆற்றல் அகல்விசும்பு ளார்கோமான் இந்திரனே சாலுங் கரி.,"Indra himself, the king of the gods who dwell in heaven, is a proof of the power of him who has destroyed the five senses.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0070-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 7: The Blessing of Children (புதல்வரைப் பெறுதல்),70,குழைத்த மக்கட்கு இளையர் பெரியோர் நடுவுணர்வு இல்லாத இல்லத்தவர்.,Those in the home without equity are like children before their own children.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0032-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 4: Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்),32,அறத்தாறு இல்வாழ்க்கை ஆற்றின் புறத்தாறும் போஒய் பெறுவ தெவன்.,"If a person leads a domestic life in the path of virtue, what more is to be gained by entering other paths?",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0291-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 30: Truthfulness (வாய்மை),291,வாய்மை எனப்படுவது யாதெனின் யாதொன்றும் தீமை இலாத சொலல்.,Truthfulness means speaking words wholly free of harm to any creature.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0088-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 9: Hospitality (விருந்தோம்பல்),88,மிகைபடச் சொல்லாது மெய்ப்பட வேண்டும் வகைபட வேண்டும் விருந்து.,"Hospitality must be rendered truthfully, neither exaggerated nor deficient.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0137-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 14: Right Conduct (ஒழுக்கமுடைமை),137,ஒழுக்கம் குடிசெய்யும் ஒல்லா தவர்க்கும் ஒழுக்கம் மேல் வந்த குடி.,Right conduct elevates even those of low birth; right conduct has higher birth than high lineage.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0031-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 4: Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்),31,சிறப்பீனும் செல்வமும் ஈனும் அறத்தினூ உ ஆக்கமும் அந்த வகை.,Virtue yields both distinction and wealth; thus virtue is the true cause of all prosperity.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0372-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 38: Fate / Destiny (ஊழ்),372,பேதைப் படுக்கும் பிணிசெய்யும் பீடழிக்கும் மூதேவி முன்வந்து இடும்.,"Bad fate brings foolishness, disease, and destroys dignity before anything else.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0095-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 10: Pleasant Words (இனியவை கூறல்),95,பணிவுடையன் இன்சொலன் ஆதல் ஒருவற்கு அணியல்ல மற்றுப் பிற.,To be modest and speak pleasantly is the only true adornment for a person; other adornments are not.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0245-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 25: Possession of Compassion (அருளுடைமை),245,மன்னுயிர் ஓம்பி அருளாள்வான் என்னும்கொல் நன்னீத்தை யொத்த வினை.,What is the work of one who cherishes all lives and rules with compassion? It is like a pure well.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0003-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 1: Praise of God (கடவுள் வாழ்த்து),3,மலர்மிசை ஏகினான் மாணடி சேர்ந்தார் நிலமிசை நீடுவாழ் வார்.,Those who cling to the feet of the One who walked on flowers will long flourish on this earth.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0044-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 5: Domestic Life (இல்வாழ்க்கை),44,பழியஞ்சிப் பாத்தூண் உடைத்தாயின் வாழ்க்கை வழியெஞ்சல் எஞ்ஞான்றும் இல்.,"If one lives, fearing blame and sharing food, that domestic life will never miss the right path.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0541-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 55: Just Scepter (செங்கோன்மை),541,ஓர்ந்துகண் ணோடாது இறைபுரிந்து யார்மாட்டும் தேர்ந்துசெய் வஃதே முறை.,"To investigate, to be impartial, and to administer justice to all is the way of righteous rule.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0058-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 6: The Help of a Good Wife (வாழ்க்கைத் துணைநலம்),58,பெற்றாற் பெறல்தக்க பேதை பெட்டாங்கு உற்றவர் உள்ளம் உவப்பிக்க வல்லள்.,A simple woman who has children and pleases her loved ones has achieved her purpose.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0295-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 30: Truthfulness (வாய்மை),295,மனத்தொடு வாய்மை மொழியின் தவத்தொடு தானம் செய்தவர் ஆகும்.,He who speaks truthfully with his mind is equal to one who has performed penance and charity.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0140-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 14: Right Conduct (ஒழுக்கமுடைமை),140,மோட்டின் மேல் ஏறி உலகியற்றும் மாநில மன்னர் ஒழுக்கம் சான்றோர்க்கு.,The conduct of kings who rule the great earth from their high place is a standard for the noble.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0292-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 30: Truthfulness (வாய்மை),292,பொய்மையும் வாய்மை யிடத்த புரைதீர்ந்த நன்மை பயக்கும் எனின்.,Even a falsehood is truthfulness if it produces faultless good.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0009-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 1: Praise of God (கடவுள் வாழ்த்து),9,கோளில் பொறியின் குணமிலவே எண்குணத்தான் தாளை வணங்காத் தலை.,A head that worships not the feet of the eight-attributed One is like a sense organ without sensation.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0063-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 7: The Blessing of Children (புதல்வரைப் பெறுதல்),63,தம்பொருள் என்பதம் மக்கள் அவர்பொருள் தம்தம் வினையான் வரும்.,Sons are a man's own possessions; their attainments come from their own deeds.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0094-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 10: Pleasant Words (இனியவை கூறல்),94,துன்புறூஉம் துவ்வாமை இல்லாகும் யார்மாட்டும் இன்புறூஉம் இன்சொ லவர்க்கு.,"To those who speak pleasantly to all, misery and poverty will not come.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0011-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 2: The Excellence of Rain (வான்சிறப்பு),11,வான்நின்று உலகம் வழங்கி வருதலால் தான்அமிழ்தம் என்றுணரற் பாற்று.,"As the world lives by rain falling from heaven, rain may be called the nectar of life.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0008-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 1: Praise of God (கடவுள் வாழ்த்து),8,அறவாழி அந்தணன் தாள்சேர்ந்தார்க் கல்லால் பிறவாழி நீந்தல் அரிது.,"It is impossible to cross the ocean of vice, unless you reach the feet of the virtuous One, the Brahmin who is an ocean of virtue.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0250-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 25: Possession of Compassion (அருளுடைமை),250,கொல்லான் புலாலை மறுத்தானைக் கைகூப்பி எல்லா உயிரும் தொழும்.,All beings will fold their hands and worship one who neither kills nor eats flesh.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0267-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 27: Penance (தவம்),267,தவமும் தவமுடையார்க்கு ஆகும் அவமே அவமுடையார்க்கு ஆகும்.,Penance belongs to the penitent; vanity belongs to the vain.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0042-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 5: Domestic Life (இல்வாழ்க்கை),42,துறந்தார்க்கும் துவ்வா தவர்க்கும் இறந்தார்க்கும் இல்வாழ்வான் என்பான் துணை.,"The householder is the support of the renounced, the needy, and the dead.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0077-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 8: Possession of Love (அன்புடைமை),77,அன்பகத்து இல்லா உயிர்வாழ்க்கை வன்பாற்கண் வற்றல் மரம்போல் நிலை.,A life without inner love is like a withered tree in barren ground.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0265-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 27: Penance (தவம்),265,ஒன்னார்த் தெறலும் உவந்தாரை ஆக்கலும் எண்ணும் தவத்தான் வரும்.,Both the destruction of enemies and the raising up of the beloved come from penance.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0021-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 3: The Greatness of Ascetics (நீத்தார் பெருமை),21,ஒழுக்காறு இகழ்ந்த ஒருவன் கழுக்கோட்டு ஒழுகான் மதிக்கப்படும்.,"One who neglects righteous conduct, though irreproachable in other ways, will be despised.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0026-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 3: The Greatness of Ascetics (நீத்தார் பெருமை),26,முனிவரர் முன்னிலை நிற்கும் துணிவு உடைமை புலவர் பெருமை.,Standing firm before the great sages is the measure of the greatness of the learned.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0378-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 38: Fate / Destiny (ஊழ்),378,வகைமாண்ட வாழ்க்கையும் வான்பொருளும் என்னாம் தகைமாண்ட தக்கார் கடை.,What do excellent life and great wealth avail at the door of the nobly worthy?,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0081-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 9: Hospitality (விருந்தோம்பல்),81,இருந்தோம்பி இல்வாழ்வ தெல்லாம் விருந்தோம்பி வேளாண்மை செய்தற் பொருட்டு.,The purpose of all domestic living is to exercise hospitality towards guests.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0065-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 7: The Blessing of Children (புதல்வரைப் பெறுதல்),65,மக்கள்மெய் தீண்டல் உடற்கின்பம் மற்றவர் சொற்கேட்டல் இன்பம் செவிக்கு.,A child's touch pleasures the body; their speech pleasures the ears.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0023-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 3: The Greatness of Ascetics (நீத்தார் பெருமை),23,இருமை வகைதெரிந்த ஈண்டு அறிவுடையார் பெருமை ஒருமை உடைத்து.,The greatness of the wise who understand both worlds is singular and undivided.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0098-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 10: Pleasant Words (இனியவை கூறல்),98,இனிய உளவாக இன்னாத கூறல் கனிஇருப்பக் காய்கவர்ந் தற்று.,Speaking harshly when pleasant speech is possible is like plucking unripe fruit when ripe fruit is available.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0264-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 27: Penance (தவம்),264,அலமந்து ஆழ்ந்தார்க்கும் இல்லை மேல்சென்று ஒருவர்க்கும் தவத்தின் மிகை.,"For those ascending or enduring, nothing surpasses penance.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0544-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 55: Just Scepter (செங்கோன்மை),544,முறைகோட்டி மன்னவன் செய்யின் உறைகோட்டி ஒீப்படுவர் வாழ்நாட்டு வேந்தர்.,"If a king distorts justice, rains distort and kings perish in that land.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0099-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 10: Pleasant Words (இனியவை கூறல்),99,தம்மொழி தக்கவர் தாந்தக்க வாறுரைப்பின் செம்மை சிறப்பில் உலகு.,"If each speaks according to his own station and others speak according to their station, the world will be excellent.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0097-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 10: Pleasant Words (இனியவை கூறல்),97,இன்சொல் இனிதீன்றல் காண்கம் இன்சொலால் அன்சேர்ந்த சோலை விடம்.,We see that pleasant speech yields sweet fruit; the forest filled with bees yields poisoned fruit.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0015-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 2: The Excellence of Rain (வான்சிறப்பு),15,கெடுப்பதூஉம் கெட்டார்க்கு சார்வாய்மற்று ஆக்கதூஉம் இல்லாத மாரி யதனால்.,Rain ruins and rain restores; there is nothing without rain.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0093-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 10: Pleasant Words (இனியவை கூறல்),93,முகத்தான் அமர்ந்து இனிதுநோக்கி அகத்தானாம் இன்சொ லினதே அறம்.,Virtue consists in looking kindly with the face and speaking sweetly from the heart.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0017-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 2: The Excellence of Rain (வான்சிறப்பு),17,நெடும்புனலும் தட்பமும் காடும் துடர்மாலை ஒடுக்கம் பெரும்.,"Vast waters, cold, and forests — these are the characteristics of the rainy season.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0040-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 4: Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்),40,மனத்துக்கண் மாசிலன் ஆதல் அனைத்தறன் ஆகுல நீர பிற.,Virtue is having a pure mind; other observances are merely ostentation.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0029-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 3: The Greatness of Ascetics (நீத்தார் பெருமை),29,மறவாமை கல்வி மறந்தாலும் குணம்நல்ல வைகலும் வாழ்தல் குறை.,"Though learning may be forgotten, character's excellence is never lost — it is always the basis of a good life.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0024-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 3: The Greatness of Ascetics (நீத்தார் பெருமை),24,உரன்என்னும் தோட்டியான் ஓரைந்தும் காப்பான் வரன்என்னும் வைப்பிற்கு ஒருவன்.,He who with the goad of strong will restrains the five senses is a man to be trusted.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0036-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 4: Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்),36,ஈன்றாள் பசிக்கு இரங்கும் தாயினும் சீர்மை சேர்ந்த இடத்து அமைதல்.,The man of virtue is more tender than a mother who aches for her child's hunger when it comes to doing good.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0373-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 38: Fate / Destiny (ஊழ்),373,ஆகூழால் தோன்றும் அசைவின்மை கோகூழால் தோன்றும் புலி ஊன்று பொருவல்.,Firmness appears when good fortune comes; weakness of the tiger appears when bad fate comes.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0268-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 27: Penance (தவம்),268,உரன்என்னும் உள்ளம் உடையார்க்கு உலகம் வரன்என்னும் வைப்பாகும் ஒருக்கால்.,"To those who possess a mind endowed with fortitude, the world becomes a treasure of excellence.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0293-POPE,Thirukkural,Tiruvalluvar,G.U. Pope,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 30: Truthfulness (வாய்மை),293,தன்நெஞ்சு அறிவது பொய்யற்க பொய்த்தபின் தன்நெஞ்சே தன்னைச் சுடும்.,"Do not lie knowing your own heart; for after lying, your own heart will burn you.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0069-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 7: The Blessing of Children (புதல்வரைப் பெறுதல்),69,மகன்தந்தைக்கு ஆற்றும் உதவி இவன்தந்தை என்நோற்றான் கொல்எனும் சொல்.,The greatest service a son renders his father is making people wonder what great deeds his father must have done.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0059-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 6: The Help of a Good Wife (வாழ்க்கைத் துணைநலம்),59,இல்லாளை யாரே இகழ்வார் அவர்மறைந்து அல்லாவி னார்க்கு உதவும் கால்.,Who would despise a wife? She helps those who suffer in silence.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0322-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 33: Non-Killing (கொல்லாமை),322,பகுத்துண்டு பல்லுயிர் ஓம்புதல் நூலோர் தொகுத்தவற்றுள் எல்லாம் தலை.,"Among all virtues, sharing food and protecting all lives is the chief.",[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
TK-0012-DREW,Thirukkural,Tiruvalluvar,W.H. Drew,Post-Sangam (c. 1st–5th century CE),Didactic,Chapter 2: The Excellence of Rain (வான்சிறப்பு),12,துப்பார்க்குத் துப்பாய துப்பாக்கித் துப்பார்க்கு துப்பாய தூஉம் மழை.,Rain makes the food we eat and is itself food as well.,[],,{},[],[],[],https://www.tamilvirtualuniversity.org/,Public Domain,0.92,True,[]
