id,tamil_text,english_translation,author,work_name,chapter,verse_number,era,literary_category,source_url,license,translator,translator_notes,commentary,iks_concepts,glossary,metadata,quality_score,is_valid
TK-0026-POPE,முனிவரர் முன்னிலை நிற்கும் துணிவு உடைமை புலவர் பெருமை.,Standing firm before the great sages is the measure of the greatness of the learned.,Tiruvalluvar,Thirukkural,Chapter 3: The Greatness of Ascetics (நீத்தார் பெருமை),26,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 26, The Greatness of Ascetics (நீத்தார் பெருமை).",,[],{},{},0.9,True
TK-0378-DREW,வகைமாண்ட வாழ்க்கையும் வான்பொருளும் என்னாம் தகைமாண்ட தக்கார் கடை.,What do excellent life and great wealth avail at the door of the nobly worthy?,Tiruvalluvar,Thirukkural,Chapter 38: Fate / Destiny (ஊழ்),378,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 378, Fate / Destiny (ஊழ்).",,[],{},{},0.9,True
TK-0081-POPE,இருந்தோம்பி இல்வாழ்வ தெல்லாம் விருந்தோம்பி வேளாண்மை செய்தற் பொருட்டு.,The purpose of all domestic living is to exercise hospitality towards guests.,Tiruvalluvar,Thirukkural,Chapter 9: Hospitality (விருந்தோம்பல்),81,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 81, Hospitality (விருந்தோம்பல்).",,[],{},{},0.9,True
TK-0065-DREW,மக்கள்மெய் தீண்டல் உடற்கின்பம் மற்றவர் சொற்கேட்டல் இன்பம் செவிக்கு.,A child's touch pleasures the body; their speech pleasures the ears.,Tiruvalluvar,Thirukkural,Chapter 7: The Blessing of Children (புதல்வரைப் பெறுதல்),65,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 65, The Blessing of Children (புதல்வரைப் பெறுதல்).",,[],{},{},0.9,True
TK-0023-DREW,இருமை வகைதெரிந்த ஈண்டு அறிவுடையார் பெருமை ஒருமை உடைத்து.,The greatness of the wise who understand both worlds is singular and undivided.,Tiruvalluvar,Thirukkural,Chapter 3: The Greatness of Ascetics (நீத்தார் பெருமை),23,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 23, The Greatness of Ascetics (நீத்தார் பெருமை).",,[],{},{},0.9,True
TK-0098-DREW,இனிய உளவாக இன்னாத கூறல் கனிஇருப்பக் காய்கவர்ந் தற்று.,Speaking harshly when pleasant speech is possible is like plucking unripe fruit when ripe fruit is available.,Tiruvalluvar,Thirukkural,Chapter 10: Pleasant Words (இனியவை கூறல்),98,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 98, Pleasant Words (இனியவை கூறல்).",,[],{},{},0.9,True
TK-0264-DREW,அலமந்து ஆழ்ந்தார்க்கும் இல்லை மேல்சென்று ஒருவர்க்கும் தவத்தின் மிகை.,"For those ascending or enduring, nothing surpasses penance.",Tiruvalluvar,Thirukkural,Chapter 27: Penance (தவம்),264,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 264, Penance (தவம்).",,[],{},{},0.9,True
TK-0544-DREW,முறைகோட்டி மன்னவன் செய்யின் உறைகோட்டி ஒீப்படுவர் வாழ்நாட்டு வேந்தர்.,"If a king distorts justice, rains distort and kings perish in that land.",Tiruvalluvar,Thirukkural,Chapter 55: Just Scepter (செங்கோன்மை),544,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 544, Just Scepter (செங்கோன்மை).",,[],{},{},0.9,True
TK-0099-POPE,தம்மொழி தக்கவர் தாந்தக்க வாறுரைப்பின் செம்மை சிறப்பில் உலகு.,"If each speaks according to his own station and others speak according to their station, the world will be excellent.",Tiruvalluvar,Thirukkural,Chapter 10: Pleasant Words (இனியவை கூறல்),99,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 99, Pleasant Words (இனியவை கூறல்).",,[],{},{},0.9,True
TK-0097-POPE,இன்சொல் இனிதீன்றல் காண்கம் இன்சொலால் அன்சேர்ந்த சோலை விடம்.,We see that pleasant speech yields sweet fruit; the forest filled with bees yields poisoned fruit.,Tiruvalluvar,Thirukkural,Chapter 10: Pleasant Words (இனியவை கூறல்),97,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 97, Pleasant Words (இனியவை கூறல்).",,[],{},{},0.9,True
TK-0015-DREW,கெடுப்பதூஉம் கெட்டார்க்கு சார்வாய்மற்று ஆக்கதூஉம் இல்லாத மாரி யதனால்.,Rain ruins and rain restores; there is nothing without rain.,Tiruvalluvar,Thirukkural,Chapter 2: The Excellence of Rain (வான்சிறப்பு),15,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 15, The Excellence of Rain (வான்சிறப்பு).",,[],{},{},0.9,True
TK-0093-POPE,முகத்தான் அமர்ந்து இனிதுநோக்கி அகத்தானாம் இன்சொ லினதே அறம்.,Virtue consists in looking kindly with the face and speaking sweetly from the heart.,Tiruvalluvar,Thirukkural,Chapter 10: Pleasant Words (இனியவை கூறல்),93,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 93, Pleasant Words (இனியவை கூறல்).",,[],{},{},0.9,True
TK-0017-POPE,நெடும்புனலும் தட்பமும் காடும் துடர்மாலை ஒடுக்கம் பெரும்.,"Vast waters, cold, and forests — these are the characteristics of the rainy season.",Tiruvalluvar,Thirukkural,Chapter 2: The Excellence of Rain (வான்சிறப்பு),17,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 17, The Excellence of Rain (வான்சிறப்பு).",,[],{},{},0.9,True
TK-0040-POPE,மனத்துக்கண் மாசிலன் ஆதல் அனைத்தறன் ஆகுல நீர பிற.,Virtue is having a pure mind; other observances are merely ostentation.,Tiruvalluvar,Thirukkural,Chapter 4: Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்),40,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 40, Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்).",,[],{},{},0.9,True
TK-0029-POPE,மறவாமை கல்வி மறந்தாலும் குணம்நல்ல வைகலும் வாழ்தல் குறை.,"Though learning may be forgotten, character's excellence is never lost — it is always the basis of a good life.",Tiruvalluvar,Thirukkural,Chapter 3: The Greatness of Ascetics (நீத்தார் பெருமை),29,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 29, The Greatness of Ascetics (நீத்தார் பெருமை).",,[],{},{},0.9,True
TK-0024-POPE,உரன்என்னும் தோட்டியான் ஓரைந்தும் காப்பான் வரன்என்னும் வைப்பிற்கு ஒருவன்.,He who with the goad of strong will restrains the five senses is a man to be trusted.,Tiruvalluvar,Thirukkural,Chapter 3: The Greatness of Ascetics (நீத்தார் பெருமை),24,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 24, The Greatness of Ascetics (நீத்தார் பெருமை).",,[],{},{},0.9,True
TK-0036-POPE,ஈன்றாள் பசிக்கு இரங்கும் தாயினும் சீர்மை சேர்ந்த இடத்து அமைதல்.,The man of virtue is more tender than a mother who aches for her child's hunger when it comes to doing good.,Tiruvalluvar,Thirukkural,Chapter 4: Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்),36,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 36, Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்).",,[],{},{},0.9,True
TK-0373-POPE,ஆகூழால் தோன்றும் அசைவின்மை கோகூழால் தோன்றும் புலி ஊன்று பொருவல்.,Firmness appears when good fortune comes; weakness of the tiger appears when bad fate comes.,Tiruvalluvar,Thirukkural,Chapter 38: Fate / Destiny (ஊழ்),373,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 373, Fate / Destiny (ஊழ்).",,[],{},{},0.9,True
TK-0268-POPE,உரன்என்னும் உள்ளம் உடையார்க்கு உலகம் வரன்என்னும் வைப்பாகும் ஒருக்கால்.,"To those who possess a mind endowed with fortitude, the world becomes a treasure of excellence.",Tiruvalluvar,Thirukkural,Chapter 27: Penance (தவம்),268,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 268, Penance (தவம்).",,[],{},{},0.9,True
TK-0293-POPE,தன்நெஞ்சு அறிவது பொய்யற்க பொய்த்தபின் தன்நெஞ்சே தன்னைச் சுடும்.,"Do not lie knowing your own heart; for after lying, your own heart will burn you.",Tiruvalluvar,Thirukkural,Chapter 30: Truthfulness (வாய்மை),293,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 293, Truthfulness (வாய்மை).",,[],{},{},0.9,True
TK-0069-DREW,மகன்தந்தைக்கு ஆற்றும் உதவி இவன்தந்தை என்நோற்றான் கொல்எனும் சொல்.,The greatest service a son renders his father is making people wonder what great deeds his father must have done.,Tiruvalluvar,Thirukkural,Chapter 7: The Blessing of Children (புதல்வரைப் பெறுதல்),69,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 69, The Blessing of Children (புதல்வரைப் பெறுதல்).",,[],{},{},0.9,True
TK-0059-DREW,இல்லாளை யாரே இகழ்வார் அவர்மறைந்து அல்லாவி னார்க்கு உதவும் கால்.,Who would despise a wife? She helps those who suffer in silence.,Tiruvalluvar,Thirukkural,Chapter 6: The Help of a Good Wife (வாழ்க்கைத் துணைநலம்),59,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 59, The Help of a Good Wife (வாழ்க்கைத் துணைநலம்).",,[],{},{},0.9,True
TK-0322-DREW,பகுத்துண்டு பல்லுயிர் ஓம்புதல் நூலோர் தொகுத்தவற்றுள் எல்லாம் தலை.,"Among all virtues, sharing food and protecting all lives is the chief.",Tiruvalluvar,Thirukkural,Chapter 33: Non-Killing (கொல்லாமை),322,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 322, Non-Killing (கொல்லாமை).",,[],{},{},0.9,True
TK-0012-DREW,துப்பார்க்குத் துப்பாய துப்பாக்கித் துப்பார்க்கு துப்பாய தூஉம் மழை.,Rain makes the food we eat and is itself food as well.,Tiruvalluvar,Thirukkural,Chapter 2: The Excellence of Rain (வான்சிறப்பு),12,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 12, The Excellence of Rain (வான்சிறப்பு).",,[],{},{},0.9,True
TK-0325-DREW,நிலையஞ்சல் கொல்லாமை என்னாத மாக்கள் புலையஞ்சல் கண்ணில் பொதி.,Those who fear no instability and avoid no killing — their sinful eyes are mere packages of flesh.,Tiruvalluvar,Thirukkural,Chapter 33: Non-Killing (கொல்லாமை),325,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 325, Non-Killing (கொல்லாமை).",,[],{},{},0.9,True
TK-0056-POPE,தற்காத்துத் தற்கொண்டாற் பேணித் தகைசான்ற சொற்காத்துச் சோர்விலாள் பெண்.,"She who guards herself, attends to her husband, and is of good speech without failing — she is a woman of true excellence.",Tiruvalluvar,Thirukkural,Chapter 6: The Help of a Good Wife (வாழ்க்கைத் துணைநலம்),56,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 56, The Help of a Good Wife (வாழ்க்கைத் துணைநலம்).",,[],{},{},0.9,True
TK-0007-DREW,தனக்குவமை இல்லாதான் தாள்சேர்ந்தார்க் கல்லால் மனக்கவலை மாறாது இடும்.,Sorrow shall not cease except for those who reach the feet of the incomparable one.,Tiruvalluvar,Thirukkural,Chapter 1: Praise of God (கடவுள் வாழ்த்து),7,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 7, Praise of God (கடவுள் வாழ்த்து).",,[],{},{},0.9,True
TOL-0001,எழுத்து எனப்படுபவ அகர முதல் னகர இறுவாய் முப்பஃது என்ப.,"The sounds called letters are thirty in number, starting with 'A' and ending with 'N'.",Tolkappiyar,Tolkappiyam,Eluttatikaram: Section 1,1,Pre-Sangam (c. 300 BCE),Grammatical/Linguistic,https://www.tamilvirtualuniversity.org/,Public Domain,P.S. Subrahmanya Sastri,The thirty basic phonemes of Tamil.,Defines the core phonemic structure of Tamil.,"[{'concept_id': 'IKS-THINAI', 'name': 'Thinai', 'meaning': 'Poetic landscapes, ecological/climatic zones, or behavior genres', 'confidence': 1.0}]","{'எழுத்து': 'letter/sound', 'முப்பஃது': 'thirty'}",{},1.0,True
TOL-0002,மெய்யின் இயற்கை புள்ளியோடு நிலையல்.,The nature of a consonant is to stand with a dot.,Tolkappiyar,Tolkappiyam,Eluttatikaram: Section 2,2,Pre-Sangam (c. 300 BCE),Grammatical/Linguistic,https://www.tamilvirtualuniversity.org/,Public Domain,P.S. Subrahmanya Sastri,Orthographic dot for consonants.,Consonants are represented orthographically with a dot (pulli).,"[{'concept_id': 'IKS-THINAI', 'name': 'Thinai', 'meaning': 'Poetic landscapes, ecological/climatic zones, or behavior genres', 'confidence': 1.0}]","{'மெய்யின்': 'of consonant', 'புள்ளியோடு': 'with dot'}",{},1.0,True
